"Year","Sex","Length"
"2014","F","795"
"2014","F","800"
"2014","F","830"
"2014","F","850"
"2014","M","690"
"2014","M","710"
"2014","M","720"
"2014","M","740"
"2014","M","745"
"2014","M","750"
"2014","M","780"
"2014","M","780"
"2014","M","800"
"2014","M","845"
"2014","M","625"
"2014","F","750"
"2014","F","755"
"2014","F","770"
"2014","F","790"
"2014","M","685"
"2014","M","715"
"2014","M","720"
"2014","M","740"
"2014","M","770"
"2014","M","790"
"2014","M","600"
"2014","F","775"
"2014","M","750"
"2014","F","710"
"2014","F","740"
"2014","F","740"
"2014","F","755"
"2014","F","760"
"2014","F","790"
"2014","F","810"
"2014","F","825"
"2014","M","675"
"2014","M","685"
"2014","M","690"
"2014","M","710"
"2014","M","710"
"2014","M","710"
"2014","M","740"
"2014","M","755"
"2014","M","805"
"2014","M","845"
"2014","M","650"
"2014","M","690"
"2014","M","825"
"2014","F","840"
"2014","F","940"
"2014","F","790"
"2014","F","790"
"2014","F","805"
"2014","F","825"
"2014","F","860"
"2014","F","890"
"2014","F","900"
"2014","M","850"
"2014","M","865"
"2014","M","880"
"2014","M","890"
"2014","M","895"
"2014","M","895"
"2014","M","920"
"2014","M","930"
"2014","M","940"
"2014","M","960"
"2014","F","810"
"2014","M","880"
"2014","F","810"
"2014","F","800"
"2014","F","860"
"2014","F","860"
"2014","M","950"
"2014","F","815"
"2014","F","820"
"2014","F","835"
"2014","F","845"
"2014","M","840"
"2014","F","810"
"2014","F","830"
"2014","F","900"
"2014","M","880"
"2014","M","805"
"2014","M","875"
"2014","M","610"
"2014","M","535"
"2014","M","600"
"2014","M","475"
"2014","M","510"
"2014","M","595"
"2014","M","610"
"2014","M","625"
"2014","F","720"
"2014","F","750"
"2014","F","755"
"2014","F","780"
"2014","M","765"
"2014","M","770"
"2014","M","780"
"2014","M","780"
"2014","M","785"
"2014","F","690"
"2014","M","790"
"2014","M","865"
"2014","F","735"
"2014","M","705"
"2014","F","685"
"2014","F","825"
"2014","F","830"
"2014","M","705"
"2014","M","720"
"2014","M","730"
"2014","M","805"
"2014","M","800"
"2014","F","840"
"2014","F","900"
"2014","M","875"
"2014","F","840"
"2014","F","845"
"2014","M","840"
"2014","F","750"
"2014","M","730"
"2014","M","770"
"2014","M","660"
"2014","M","630"
"2014","F","850"
"2014","M","835"
"2014","M","675"
"2014","M","830"
"2014","M","445"
"2014","M","630"
"2014","M","630"
"2015","M","530"
"2015","M","415"
"2015","M","370"
"2015","M","380"
"2015","M","715"
"2015","M","700"
"2015","M","700"
"2015","M","740"
"2015","M","685"
"2015","F","770"
"2015","M","665"
"2015","F","705"
"2015","F","720"
"2015","M","690"
"2015","M","660"
"2015","M","690"
"2015","M","695"
"2015","M","665"
"2015","M","700"
"2015","M","530"
"2015","M","655"
"2015","M","555"
"2015","M","565"
"2015","F","590"
"2015","M","655"
"2015","F","640"
"2015","M","610"
"2015","M","540"
"2015","M","545"
"2015","M","630"
"2015","M","625"
"2015","M","610"
"2015","M","650"
"2015","M","640"
"2015","M","650"
"2015","M","630"
"2015","M","640"
"2015","M","600"
"2015","M","520"
"2015","M","600"
"2015","M","615"
"2015","M","655"
"2015","M","585"
"2015","M","575"
"2015","M","625"
"2015","M","550"
"2015","M","550"
"2015","M","610"
"2015","M","615"
"2015","M","610"
"2015","M","630"
"2015","M","560"
"2015","M","495"
"2015","M","610"
"2015","M","545"
"2015","M","600"
"2015","M","605"
"2015","M","570"
"2015","M","640"
"2015","M","580"
"2015","M","610"
"2015","M","645"
"2015","M","500"
"2015","M","605"
"2015","M","450"
"2015","M","595"
"2015","M","650"
"2015","M","640"
"2015","M","565"
"2015","M","625"
"2015","M","580"
"2015","M","525"
"2015","M","610"
"2015","M","590"
"2015","M","650"
"2015","M","650"
"2015","M","505"
"2015","M","560"
"2015","M","580"
"2015","M","645"
"2015","M","600"
"2015","M","625"
"2015","M","590"
"2015","F","650"
"2015","M","590"
"2015","M","420"
"2015","M","580"
"2015","M","615"
"2015","M","635"
"2015","M","645"
"2015","M","570"
"2015","M","575"
"2015","M","625"
"2015","M","620"
"2015","M","600"
"2015","M","640"
"2015","M","580"
"2015","M","590"
"2015","M","560"
"2015","M","605"
"2015","M","560"
"2015","M","620"
"2015","F","620"
"2015","M","575"
"2015","M","605"
"2015","M","610"
"2015","M","550"
"2015","M","615"
"2015","M","650"
"2015","M","640"
"2015","M","540"
"2015","M","450"
"2015","M","640"
"2015","M","485"
"2015","M","560"
"2015","M","540"
"2015","M","550"
"2015","M","560"
"2015","M","555"
"2015","M","575"
"2015","M","605"
"2015","M","865"
"2015","F","740"
"2015","M","750"
"2015","M","735"
"2015","F","855"
"2015","F","820"
"2015","F","740"
"2015","F","885"
"2015","M","780"
"2015","F","725"
"2015","M","830"
"2015","F","770"
"2015","M","755"
"2015","F","750"
"2015","M","675"
"2015","F","765"
"2015","F","705"
"2015","M","765"
"2015","M","770"
"2015","M","780"
"2015","M","840"
"2015","F","810"
"2015","F","830"
"2015","F","760"
"2015","F","780"
"2015","F","830"
"2015","M","730"
"2015","M","795"
"2015","M","775"
"2015","M","725"
"2015","F","795"
"2015","F","770"
"2015","F","850"
"2015","F","795"
"2015","F","780"
"2015","M","775"
"2015","M","840"
"2015","M","765"
"2015","F","810"
"2015","M","735"
"2015","F","800"
"2015","F","765"
"2015","F","740"
"2015","M","780"
"2015","F","860"
"2015","M","740"
"2015","M","725"
"2015","F","795"
"2015","M","810"
"2015","F","790"
"2015","M","660"
"2015","F","770"
"2015","M","715"
"2015","M","865"
"2015","F","775"
"2015","F","740"
"2015","M","775"
"2015","F","775"
"2015","M","735"
"2015","F","705"
"2015","M","705"
"2015","F","750"
"2015","F","830"
"2015","M","870"
"2015","F","800"
"2015","M","730"
"2015","M","705"
"2015","F","860"
"2015","F","745"
"2015","F","765"
"2015","F","810"
"2015","M","840"
"2015","M","810"
"2015","M","765"
"2015","M","845"
"2015","M","860"
"2015","M","810"
"2015","M","725"
"2015","M","725"
"2015","M","715"
"2015","F","770"
"2015","M","685"
"2015","M","745"
"2015","M","800"
"2015","M","770"
"2015","M","770"
"2015","M","820"
"2015","M","785"
"2015","M","790"
"2015","M","770"
"2015","M","670"
"2015","F","785"
"2015","F","790"
"2015","M","735"
"2015","M","765"
"2015","M","810"
"2015","M","790"
"2015","M","730"
"2015","F","745"
"2015","M","795"
"2015","F","755"
"2015","F","750"
"2015","F","725"
"2015","F","760"
"2015","M","720"
"2015","M","775"
"2015","M","780"
"2015","M","775"
"2015","F","775"
"2015","M","900"
"2015","M","735"
"2015","M","860"
"2015","F","735"
"2015","F","690"
"2015","M","810"
"2015","M","795"
"2015","F","800"
"2015","M","785"
"2015","M","735"
"2015","F","760"
"2015","M","750"
"2015","F","705"
"2015","M","765"
"2015","F","765"
"2015","M","735"
"2015","F","735"
"2015","M","695"
"2015","M","845"
"2015","M","700"
"2015","F","755"
"2015","M","735"
"2015","M","770"
"2015","M","795"
"2015","F","820"
"2015","F","745"
"2015","F","765"
"2015","F","750"
"2015","M","690"
"2015","M","760"
"2015","M","825"
"2015","M","800"
"2015","F","730"
"2015","M","780"
"2015","M","710"
"2015","M","685"
"2015","M","820"
"2015","M","880"
"2015","F","765"
"2015","M","820"
"2015","M","770"
"2015","F","745"
"2015","F","800"
"2015","M","770"
"2015","M","810"
"2015","F","780"
"2015","F","790"
"2015","M","735"
"2015","F","790"
"2015","M","850"
"2015","M","875"
"2015","M","820"
"2015","M","785"
"2015","F","770"
"2015","F","760"
"2015","M","915"
"2015","M","680"
"2015","M","790"
"2015","M","775"
"2015","F","790"
"2015","M","790"
"2015","F","740"
"2015","M","750"
"2015","M","690"
"2015","M","800"
"2015","M","815"
"2015","M","700"
"2015","M","750"
"2015","M","705"
"2015","M","740"
"2015","M","770"
"2015","F","825"
"2015","M","675"
"2015","F","820"
"2015","M","740"
"2015","M","800"
"2015","M","840"
"2015","M","775"
"2015","F","770"
"2015","F","740"
"2015","F","780"
"2015","M","780"
"2015","F","755"
"2015","M","685"
"2015","F","755"
"2015","F","770"
"2015","M","860"
"2015","F","830"
"2015","M","760"
"2015","M","765"
"2015","M","805"
"2015","M","720"
"2015","M","795"
"2015","F","810"
"2015","F","790"
"2015","M","750"
"2015","M","740"
"2015","M","865"
"2015","M","740"
"2015","F","715"
"2015","F","785"
"2015","M","685"
"2015","M","700"
"2015","F","730"
"2015","M","780"
"2015","F","785"
"2015","M","835"
"2015","M","790"
"2015","M","695"
"2015","F","735"
"2015","M","810"
"2015","M","715"
"2015","M","680"
"2015","M","805"
"2015","M","710"
"2015","F","775"
"2015","F","850"
"2015","F","740"
"2015","M","710"
"2015","M","770"
"2015","M","725"
"2015","M","830"
"2015","M","660"
"2015","M","765"
"2015","F","790"
"2015","M","745"
"2015","M","750"
"2015","F","820"
"2015","F","750"
"2015","M","890"
"2015","F","770"
"2015","F","735"
"2015","F","810"
"2015","F","770"
"2015","F","795"
"2015","M","820"
"2015","M","705"
"2015","M","615"
"2015","M","650"
"2015","M","640"
"2015","M","640"
"2015","M","640"
"2015","M","655"
"2015","M","650"
"2015","M","595"
"2015","M","645"
"2015","F","865"
"2015","F","780"
"2015","F","870"
"2015","M","850"
"2015","M","945"
"2015","M","915"
"2015","F","840"
"2015","F","795"
"2015","F","850"
"2015","M","845"
"2015","F","800"
"2015","F","785"
"2015","F","810"
"2015","F","840"
"2015","M","830"
"2015","F","790"
"2015","F","835"
"2015","M","860"
"2015","F","850"
"2015","M","765"
"2015","M","765"
"2015","F","830"
"2015","F","900"
"2015","F","875"
"2015","F","840"
"2015","F","855"
"2015","M","840"
"2015","F","810"
"2015","M","900"
"2015","M","245"
"2015","M","660"
"2015","M","675"
"2015","M","660"
"2015","M","610"
"2015","M","630"
"2015","M","595"
"2015","M","580"
"2015","M","640"
"2015","M","530"
"2015","M","530"
"2015","M","595"
"2015","M","565"
"2015","M","650"
"2015","M","590"
"2015","M","565"
"2015","M","585"
"2015","M","620"
"2015","M","555"
"2015","M","635"
"2015","M","585"
"2015","M","590"
"2015","M","590"
"2015","M","635"
"2015","M","560"
"2015","M","570"
"2015","F","580"
"2015","M","605"
"2015","M","600"
"2015","M","520"
"2015","F","835"
"2015","M","790"
"2015","M","770"
"2015","M","780"
"2015","F","790"
"2015","M","740"
"2015","M","660"
"2015","M","765"
"2015","M","790"
"2015","M","760"
"2015","F","800"
"2015","M","825"
"2015","F","795"
"2015","M","745"
"2015","F","760"
"2015","M","780"
"2015","M","880"
"2015","F","825"
"2015","M","820"
"2015","M","810"
"2015","F","740"
"2015","M","785"
"2015","M","680"
"2015","M","750"
"2015","M","695"
"2015","M","700"
"2015","M","805"
"2015","M","685"
"2015","F","700"
"2015","M","765"
"2015","F","720"
"2015","M","635"
"2015","F","650"
"2015","F","785"
"2015","F","870"
"2015","F","890"
"2015","F","795"
"2015","F","810"
"2015","M","875"
"2015","M","780"
"2015","M","830"
"2015","M","830"
"2015","F","750"
"2015","M","800"
"2015","M","770"
"2015","M","735"
"2015","F","790"
"2015","F","740"
"2015","F","805"
"2015","F","805"
"2015","F","820"
"2015","M","735"
"2015","M","705"
"2015","F","880"
"2015","M","920"
"2015","F","750"
"2015","M","790"
"2015","M","750"
"2015","M","660"
"2015","M","665"
"2015","M","735"
"2015","M","780"
"2015","M","770"
"2015","F","815"
"2015","M","870"
"2015","M","840"
"2015","M","520"
"2015","M","535"
"2015","M","595"
"2015","M","595"
"2015","M","650"
"2015","M","535"
"2016","m","315"
"2016","m","325"
"2016","m","355"
"2016","m","365"
"2016","m","375"
"2016","m","380"
"2016","m","395"
"2016","m","400"
"2016","m","405"
"2016","m","405"
"2016","m","410"
"2016","m","420"
"2016","M","425"
"2016","m","435"
"2016","m","440"
"2016","m","440"
"2016","m","445"
"2016","m","445"
"2016","m","445"
"2016","m","450"
"2016","m","450"
"2016","M","455"
"2016","m","455"
"2016","m","455"
"2016","m","460"
"2016","m","465"
"2016","m","465"
"2016","m","470"
"2016","m","485"
"2016","m","495"
"2016","m","495"
"2016","m","500"
"2016","m","515"
"2016","m","535"
"2016","m","535"
"2016","m","415"
"2016","m","430"
"2016","m","435"
"2016","m","440"
"2016","m","445"
"2016","m","470"
"2016","M","490"
"2016","m","505"
"2016","m","505"
"2016","m","515"
"2016","M","530"
"2016","m","540"
"2016","m","545"
"2016","m","555"
"2016","m","555"
"2016","m","555"
"2016","m","565"
"2016","m","570"
"2016","m","575"
"2016","m","575"
"2016","m","575"
"2016","m","580"
"2016","m","595"
"2016","m","595"
"2016","m","595"
"2016","m","595"
"2016","m","600"
"2016","m","600"
"2016","m","600"
"2016","m","605"
"2016","m","605"
"2016","m","610"
"2016","f","615"
"2016","m","615"
"2016","M","615"
"2016","m","620"
"2016","m","625"
"2016","M","625"
"2016","m","625"
"2016","m","625"
"2016","m","630"
"2016","m","630"
"2016","m","635"
"2016","m","635"
"2016","m","635"
"2016","m","635"
"2016","m","640"
"2016","m","650"
"2016","M","660"
"2016","m","670"
"2016","M","670"
"2016","M","680"
"2016","m","685"
"2016","m","685"
"2016","m","685"
"2016","m","690"
"2016","m","705"
"2016","M","705"
"2016","f","715"
"2016","m","725"
"2016","m","735"
"2016","m","595"
"2016","m","600"
"2016","m","610"
"2016","m","625"
"2016","m","640"
"2016","M","650"
"2016","m","650"
"2016","f","650"
"2016","M","660"
"2016","f","665"
"2016","m","665"
"2016","M","675"
"2016","m","680"
"2016","M","680"
"2016","M","680"
"2016","f","685"
"2016","f","685"
"2016","m","685"
"2016","m","690"
"2016","M","695"
"2016","m","695"
"2016","M","695"
"2016","M","695"
"2016","m","700"
"2016","m","700"
"2016","m","700"
"2016","m","705"
"2016","m","705"
"2016","f","705"
"2016","f","710"
"2016","m","710"
"2016","f","710"
"2016","f","710"
"2016","f","710"
"2016","M","710"
"2016","m","715"
"2016","m","715"
"2016","m","715"
"2016","m","715"
"2016","m","715"
"2016","f","715"
"2016","F","715"
"2016","M","715"
"2016","F","715"
"2016","m","720"
"2016","m","720"
"2016","f","720"
"2016","f","720"
"2016","M","720"
"2016","f","725"
"2016","f","725"
"2016","m","725"
"2016","f","725"
"2016","m","725"
"2016","M","725"
"2016","M","725"
"2016","F","725"
"2016","f","730"
"2016","M","730"
"2016","F","730"
"2016","M","730"
"2016","m","735"
"2016","f","735"
"2016","f","735"
"2016","f","735"
"2016","m","735"
"2016","M","735"
"2016","M","740"
"2016","f","740"
"2016","m","740"
"2016","m","740"
"2016","m","740"
"2016","f","740"
"2016","F","740"
"2016","M","740"
"2016","m","745"
"2016","f","745"
"2016","m","745"
"2016","f","745"
"2016","f","745"
"2016","f","745"
"2016","M","745"
"2016","F","745"
"2016","M","745"
"2016","M","745"
"2016","f","750"
"2016","f","750"
"2016","f","750"
"2016","m","750"
"2016","f","750"
"2016","m","750"
"2016","f","750"
"2016","F","750"
"2016","F","750"
"2016","M","750"
"2016","f","755"
"2016","m","755"
"2016","m","755"
"2016","m","755"
"2016","M","755"
"2016","f","760"
"2016","m","760"
"2016","f","760"
"2016","F","760"
"2016","F","760"
"2016","F","760"
"2016","f","765"
"2016","f","765"
"2016","m","765"
"2016","m","765"
"2016","m","765"
"2016","f","765"
"2016","f","765"
"2016","F","765"
"2016","M","765"
"2016","M","765"
"2016","f","770"
"2016","f","770"
"2016","m","770"
"2016","f","770"
"2016","M","770"
"2016","M","770"
"2016","f","775"
"2016","f","775"
"2016","m","775"
"2016","m","775"
"2016","m","775"
"2016","f","775"
"2016","m","775"
"2016","F","775"
"2016","f","780"
"2016","f","780"
"2016","f","780"
"2016","m","780"
"2016","f","780"
"2016","F","780"
"2016","F","780"
"2016","F","780"
"2016","m","785"
"2016","M","785"
"2016","f","790"
"2016","m","790"
"2016","m","790"
"2016","M","790"
"2016","M","790"
"2016","f","795"
"2016","m","795"
"2016","f","795"
"2016","M","795"
"2016","F","795"
"2016","f","800"
"2016","F","800"
"2016","M","800"
"2016","M","800"
"2016","f","805"
"2016","f","805"
"2016","f","805"
"2016","m","810"
"2016","F","810"
"2016","M","810"
"2016","F","810"
"2016","m","815"
"2016","M","815"
"2016","f","820"
"2016","f","820"
"2016","m","825"
"2016","f","825"
"2016","M","825"
"2016","f","830"
"2016","m","830"
"2016","f","835"
"2016","m","835"
"2016","m","845"
"2016","m","845"
"2016","m","845"
"2016","m","845"
"2016","m","845"
"2016","m","850"
"2016","M","850"
"2016","m","855"
"2016","m","860"
"2016","m","865"
"2016","m","870"
"2016","M","870"
"2016","m","880"
"2016","m","740"
"2016","F","755"
"2016","f","765"
"2016","f","775"
"2016","f","775"
"2016","f","780"
"2016","f","795"
"2016","m","805"
"2016","F","805"
"2016","m","815"
"2016","f","815"
"2016","f","815"
"2016","f","820"
"2016","m","820"
"2016","f","825"
"2016","f","825"
"2016","f","825"
"2016","M","840"
"2016","F","840"
"2016","m","845"
"2016","f","845"
"2016","f","850"
"2016","f","850"
"2016","f","850"
"2016","F","850"
"2016","f","855"
"2016","M","860"
"2016","f","875"
"2016","m","875"
"2016","f","880"
"2016","f","895"
"2016","f","905"
"2016","m","905"
"2016","m","910"
"2016","M","910"
"2016","m","925"
"2016","m","925"
"2016","f","925"
"2016","m","950"
"2016","m","955"
"2016","m","960"
"2016","f","965"
"2016","M","965"
"2016","m","1000"
"2016","m","375"
"2016","m","625"
"2016","f","680"
"2016","m","700"
"2016","m","710"
"2016","f","710"
"2016","F","710"
"2016","F","710"
"2016","F","725"
"2016","f","735"
"2016","m","745"
"2016","f","765"
"2016","m","770"
"2016","m","775"
"2016","f","775"
"2016","F","775"
"2016","m","780"
"2016","f","785"
"2016","F","790"
"2016","M","790"
"2016","F","795"
"2016","F","800"
"2016","m","815"
"2016","F","815"
"2016","M","820"
"2016","f","830"
"2016","f","855"
"2016","F","860"
"2016","m","920"
"2016","f","835"
"2016","m","840"
"2016","m","435"
"2016","m","525"
"2016","m","530"
"2016","m","595"
"2016","m","675"
"2016","m","695"
"2016","f","725"
"2016","m","765"
"2016","F","765"
"2016","m","770"
"2016","f","775"
"2016","f","790"
"2016","f","790"
"2016","F","805"
"2016","m","815"
"2016","m","815"
"2016","m","835"
"2016","m","835"
"2016","M","855"
"2017","M","595"
"2017","M","670"
"2017","F","835"
"2017","M","430"
"2017","M","405"
"2017","M","400"
"2017","M","515"
"2017","M","475"
"2017","M","490"
"2017","M","435"
"2017","M","485"
"2017","M","455"
"2017","M","460"
"2017","M","475"
"2017","M","495"
"2017","M","470"
"2017","M","515"
"2017","M","435"
"2017","M","430"
"2017","M","450"
"2017","M","410"
"2017","M","470"
"2017","M","500"
"2017","M","450"
"2017","M","475"
"2017","M","455"
"2017","M","435"
"2017","M","450"
"2017","M","435"
"2017","M","450"
"2017","M","450"
"2017","M","410"
"2017","M","465"
"2017","M","555"
"2017","M","590"
"2017","M","435"
"2017","M","430"
"2017","M","475"
"2017","M","540"
"2017","M","430"
"2017","M","400"
"2017","M","490"
"2017","M","450"
"2017","M","405"
"2017","M","490"
"2017","M","440"
"2017","M","655"
"2017","M","685"
"2017","M","680"
"2017","M","740"
"2017","M","730"
"2017","M","575"
"2017","M","620"
"2017","M","655"
"2017","M","705"
"2017","M","615"
"2017","M","690"
"2017","M","705"
"2017","M","545"
"2017","M","620"
"2017","M","605"
"2017","M","455"
"2017","M","710"
"2017","M","695"
"2017","M","650"
"2017","M","665"
"2017","M","695"
"2017","M","560"
"2017","M","655"
"2017","M","650"
"2017","M","580"
"2017","M","680"
"2017","M","590"
"2017","M","700"
"2017","M","535"
"2017","M","640"
"2017","M","685"
"2017","M","680"
"2017","M","670"
"2017","M","540"
"2017","M","705"
"2017","M","600"
"2017","M","620"
"2017","M","695"
"2017","M","625"
"2017","M","565"
"2017","M","635"
"2017","M","655"
"2017","M","630"
"2017","M","605"
"2017","M","675"
"2017","M","590"
"2017","M","655"
"2017","M","560"
"2017","M","660"
"2017","M","610"
"2017","M","495"
"2017","M","590"
"2017","M","650"
"2017","M","500"
"2017","M","660"
"2017","M","715"
"2017","M","560"
"2017","M","535"
"2017","M","560"
"2017","M","640"
"2017","M","545"
"2017","M","560"
"2017","M","695"
"2017","M","605"
"2017","M","730"
"2017","M","585"
"2017","M","525"
"2017","M","700"
"2017","M","625"
"2017","M","650"
"2017","M","615"
"2017","M","580"
"2017","M","490"
"2017","M","470"
"2017","M","590"
"2017","M","635"
"2017","M","690"
"2017","M","600"
"2017","M","660"
"2017","M","660"
"2017","M","615"
"2017","M","610"
"2017","M","700"
"2017","M","605"
"2017","M","560"
"2017","M","660"
"2017","M","575"
"2017","M","605"
"2017","M","650"
"2017","M","645"
"2017","M","650"
"2017","M","595"
"2017","M","610"
"2017","M","510"
"2017","M","600"
"2017","M","660"
"2017","M","560"
"2017","M","600"
"2017","M","670"
"2017","M","745"
"2017","M","595"
"2017","M","695"
"2017","M","665"
"2017","M","510"
"2017","M","705"
"2017","M","595"
"2017","M","615"
"2017","M","670"
"2017","M","665"
"2017","M","565"
"2017","M","545"
"2017","M","540"
"2017","M","565"
"2017","M","540"
"2017","M","685"
"2017","M","645"
"2017","M","610"
"2017","M","580"
"2017","M","430"
"2017","M","775"
"2017","F","735"
"2017","M","690"
"2017","M","680"
"2017","M","835"
"2017","F","835"
"2017","M","810"
"2017","M","790"
"2017","M","725"
"2017","M","770"
"2017","F","755"
"2017","M","760"
"2017","F","775"
"2017","F","785"
"2017","F","835"
"2017","M","805"
"2017","F","640"
"2017","M","820"
"2017","F","785"
"2017","F","680"
"2017","M","880"
"2017","F","730"
"2017","M","760"
"2017","F","825"
"2017","F","795"
"2017","M","690"
"2017","M","700"
"2017","M","805"
"2017","M","715"
"2017","M","710"
"2017","F","740"
"2017","M","820"
"2017","M","720"
"2017","F","725"
"2017","F","810"
"2017","F","805"
"2017","F","765"
"2017","M","770"
"2017","F","730"
"2017","M","795"
"2017","M","830"
"2017","M","840"
"2017","F","810"
"2017","F","840"
"2017","M","880"
"2017","F","695"
"2017","F","790"
"2017","F","750"
"2017","M","630"
"2017","M","720"
"2017","M","715"
"2017","M","770"
"2017","M","730"
"2017","M","710"
"2017","F","705"
"2017","F","870"
"2017","F","775"
"2017","F","770"
"2017","F","820"
"2017","M","785"
"2017","M","800"
"2017","F","720"
"2017","M","910"
"2017","M","765"
"2017","F","765"
"2017","F","690"
"2017","F","825"
"2017","M","730"
"2017","F","820"
"2017","F","800"
"2017","F","855"
"2017","M","740"
"2017","M","665"
"2017","M","725"
"2017","M","730"
"2017","M","745"
"2017","F","780"
"2017","F","725"
"2017","F","800"
"2017","M","770"
"2017","M","650"
"2017","M","805"
"2017","F","720"
"2017","F","765"
"2017","M","755"
"2017","F","690"
"2017","F","735"
"2017","M","725"
"2017","M","660"
"2017","F","700"
"2017","F","705"
"2017","M","620"
"2017","M","720"
"2017","M","730"
"2017","M","700"
"2017","F","830"
"2017","M","700"
"2017","F","820"
"2017","M","760"
"2017","F","785"
"2017","M","725"
"2017","M","660"
"2017","M","740"
"2017","F","725"
"2017","M","770"
"2017","F","745"
"2017","M","690"
"2017","F","790"
"2017","M","590"
"2017","M","720"
"2017","M","680"
"2017","F","800"
"2017","F","790"
"2017","F","760"
"2017","F","770"
"2017","F","680"
"2017","F","780"
"2017","M","700"
"2017","F","720"
"2017","F","675"
"2017","F","765"
"2017","F","770"
"2017","F","845"
"2017","M","870"
"2017","M","880"
"2017","F","805"
"2017","M","865"
"2017","M","855"
"2017","M","780"
"2017","F","820"
"2017","F","875"
"2017","F","830"
"2017","M","930"
"2017","M","955"
"2017","M","870"
"2017","F","850"
"2017","F","780"
"2017","F","800"
"2017","M","880"
"2017","F","830"
"2017","M","820"
"2017","F","770"
"2017","F","810"
"2017","M","915"
"2017","M","830"
"2017","M","800"
"2017","M","935"
"2017","F","850"
"2017","M","840"
"2017","F","800"
"2017","F","810"
"2017","F","840"
"2017","M","915"
"2017","F","780"
"2017","F","820"
"2017","F","780"
"2017","M","825"
"2017","M","415"
"2017","M","420"
"2017","M","515"
"2017","M","450"
"2017","M","420"
"2017","M","470"
"2017","M","390"
"2017","M","620"
"2017","M","630"
"2017","M","615"
"2017","M","640"
"2017","M","570"
"2017","M","635"
"2017","M","605"
"2017","M","640"
"2017","M","650"
"2017","M","520"
"2017","M","685"
"2017","M","565"
"2017","M","625"
"2017","M","670"
"2017","M","555"
"2017","M","720"
"2017","M","630"
"2017","M","660"
"2017","F","765"
"2017","M","720"
"2017","M","810"
"2017","M","735"
"2017","F","805"
"2017","M","675"
"2017","M","720"
"2017","M","725"
"2017","F","860"
"2017","M","830"
"2017","M","740"
"2017","M","710"
"2017","F","745"
"2017","M","730"
"2017","M","720"
"2017","F","835"
"2017","F","805"
"2017","M","860"
"2017","M","770"
"2017","M","795"
"2017","F","795"
"2017","F","850"
"2017","F","760"
"2017","M","685"
"2017","F","815"
"2017","F","750"
"2017","M","890"
"2017","M","810"
"2017","F","760"
"2017","F","755"
"2017","M","840"
"2017","M","885"
"2017","F","745"
"2017","M","855"
"2017","F","775"
"2017","F","790"
"2017","M","975"
"2017","F","835"
"2017","F","770"
"2017","M","840"
"2017","F","805"
"2017","F","770"
"2017","M","680"
"2017","M","770"
"2017","M","645"
"2017","M","675"
"2017","F","810"
"2017","F","820"
"2017","M","665"
"2017","M","710"
"2017","M","490"
"2017","M","600"
"2017","M","660"
"2017","M","620"
"2017","M","405"
"2017","M","710"
"2017","M","700"
"2017","M","575"
"2010","M","450"
"2010","M","465"
"2010","M","405"
"2010","M","395"
"2010","M","575"
"2010","M","645"
"2010","M","515"
"2010","M","560"
"2010","M","690"
"2010","M","580"
"2010","M","610"
"2010","M","560"
"2010","M","665"
"2010","M","620"
"2010","M","600"
"2010","M","565"
"2010","F","690"
"2010","M","560"
"2010","F","710"
"2010","M","575"
"2010","M","565"
"2010","M","680"
"2010","M","730"
"2010","M","680"
"2010","M","585"
"2010","M","640"
"2010","M","650"
"2010","M","580"
"2010","M","600"
"2010","M","645"
"2010","M","660"
"2010","M","660"
"2010","M","665"
"2010","M","670"
"2010","M","585"
"2010","M","595"
"2010","M","575"
"2010","M","665"
"2010","M","585"
"2010","M","600"
"2010","M","670"
"2010","M","510"
"2010","M","615"
"2010","F","765"
"2010","M","685"
"2010","M","645"
"2010","M","570"
"2010","M","695"
"2010","M","665"
"2010","M","680"
"2010","M","640"
"2010","M","675"
"2010","M","700"
"2010","M","605"
"2010","M","650"
"2010","M","600"
"2010","M","630"
"2010","M","620"
"2010","M","545"
"2010","M","720"
"2010","M","570"
"2010","M","610"
"2010","M","645"
"2010","M","635"
"2010","M","580"
"2010","F","785"
"2010","M","790"
"2010","F","760"
"2010","M","780"
"2010","M","870"
"2010","F","790"
"2010","M","715"
"2010","M","860"
"2010","F","845"
"2010","F","870"
"2010","M","845"
"2010","M","865"
"2010","F","780"
"2010","F","850"
"2010","M","810"
"2010","F","775"
"2010","F","820"
"2010","F","815"
"2010","F","825"
"2010","F","860"
"2010","M","835"
"2010","F","740"
"2010","F","860"
"2010","M","830"
"2010","F","860"
"2010","F","820"
"2010","M","835"
"2010","F","800"
"2010","M","795"
"2010","F","735"
"2010","M","800"
"2010","M","810"
"2010","M","710"
"2010","F","800"
"2010","F","830"
"2010","F","830"
"2010","M","815"
"2010","M","810"
"2010","F","805"
"2010","F","770"
"2010","M","785"
"2010","M","755"
"2010","F","825"
"2010","M","740"
"2010","F","755"
"2010","F","820"
"2010","F","805"
"2010","M","790"
"2010","F","825"
"2010","F","775"
"2010","M","780"
"2010","M","790"
"2010","M","810"
"2010","M","800"
"2010","M","865"
"2010","M","855"
"2010","F","795"
"2010","M","740"
"2010","F","825"
"2010","M","835"
"2010","F","905"
"2010","M","760"
"2010","M","800"
"2010","F","745"
"2010","F","800"
"2010","M","810"
"2010","F","675"
"2010","M","785"
